,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,type_wine,Variety
12465,Germany,Baden,Griesel & Compagnie,4.0,30,31,2016,sparkling,blend
12466,Germany,Rheingau,Georg Breuer,3.7,30,36,2010,sparkling,blend
12467,France,Champagne,Drappier,3.8,30,30,2023,sparkling,blend
12468,Germany,Rheinhessen,Raumland,4.4,30,70,2007,sparkling,Chardonnay
12469,South Africa,Stellenbosch,Thelema,3.8,31,22,2013,sparkling,blend
12470,Italy,Prosecco,Savian,3.6,31,11,2023,sparkling,Prosecco
12471,France,Crémant d'Alsace,Boeckel,4.0,31,16,2023,sparkling,blend
12472,Germany,Rheingau,Barth,3.8,31,17,2023,sparkling,Pinot Blanc
12473,Italy,Piemonte,Borgo Maragliano,4.2,31,10,2018,sparkling,Brachetto
12474,Germany,Rheingau,Schloss Vaux,3.6,31,25,2015,sparkling,blend
12475,Spain,Cava,Sardà,3.4,31,8,2023,sparkling,blend
12476,France,Champagne,Deutz,4.4,32,72,2014,sparkling,blend
12477,Spain,Getariako Txakolina,Artadi,3.9,32,27,2016,sparkling,Hondarrabi Zuri
12478,Italy,Lambrusco di Sorbara,Cleto Chiarli,3.8,32,10,2019,sparkling,blend
12479,Italy,delle Venezie,Borgo Molino,4.1,32,10,2023,sparkling,blend
12480,Italy,Vino d'Italia,Marsuret,3.8,32,11,2023,sparkling,blend
12481,Other Countries,Other Region,Other Winery,3.5,32,18,2023,sparkling,Riesling
12482,Italy,Prosecco,Ca' Ongaresca,4.0,32,7,2023,sparkling,Prosecco
12483,Italy,Franciacorta,Montenisa,4.0,33,36,2014,sparkling,blend
12484,Germany,Saale-Unstrut,Winzervereinigung Freyburg-Unstrut,3.7,33,10,2016,sparkling,blend
12485,Italy,Franciacorta,Monzio Compagnoni,3.7,33,18,2014,sparkling,blend
12486,Austria,Burgenland,Esterházy,3.7,33,12,2023,sparkling,blend
12487,Italy,Trento,Ferrari,4.1,34,93,2011,sparkling,blend
12488,France,Champagne,Mandois,3.9,34,38,2008,sparkling,blend
12489,Italy,Veneto,Sacchetto,3.8,34,10,2018,sparkling,blend
12490,Austria,Kamptal,Jurtschitsch,3.9,34,22,2015,sparkling,blend
12491,France,Crémant de Bourgogne,Domaine Henri Boillot,4.0,34,22,2023,sparkling,blend
12492,Italy,Asolo Prosecco,Val d'Oca,3.8,34,14,2023,sparkling,Prosecco
12493,Italy,Conegliano-Valdobbiadene Prosecco,Ruggeri,4.0,35,23,2018,sparkling,blend
12494,South Africa,Robertson,Graham Beck,4.2,35,45,2014,sparkling,blend
12495,France,Crémant du Jura,Tissot-Maire,3.7,35,14,2014,sparkling,blend
12496,Spain,Penedès,Vardon Kennett,3.5,35,46,2014,sparkling,blend
12497,Other Countries,Other Region,Other Winery,4.4,35,50,2016,sparkling,blend
12498,Germany,Rheinhessen,Raumland,4.1,36,20,2012,sparkling,blend
12499,France,Champagne Premier Cru,Paul Michel,3.9,36,32,2010,sparkling,blend
12500,Italy,Moscato d'Asti,Braida,4.1,36,11,2019,sparkling,blend
12501,Italy,Conegliano-Valdobbiadene Prosecco,Borgo Molino,4.1,36,15,2017,sparkling,blend
12502,Germany,Pfalz,Frank John,4.4,36,28,2023,sparkling,blend
12503,Italy,Trentino-Alto Adige,Arunda,3.7,36,26,2023,sparkling,blend
12504,Italy,Prosecco,Fili,4.0,36,11,2018,sparkling,Prosecco
12505,Germany,Baden,Griesel & Compagnie,4.0,36,16,2016,sparkling,blend
12506,France,Crémant de Limoux,Antech,3.6,37,15,2017,sparkling,blend
12507,Italy,Franciacorta,Berlucchi,3.8,37,19,1961,sparkling,blend
12508,Italy,Bardolino,Zeni,3.5,37,13,2023,sparkling,blend
12509,Italy,Veneto,Val d'Oca,3.6,37,5,2023,sparkling,blend
12510,Germany,Rheinhessen,Raumland,3.8,38,18,2013,sparkling,blend
12511,France,Champagne,Leclerc Briant,4.3,38,146,2014,sparkling,blend
12512,Germany,Rheingau,Ohlig Sekt,3.7,38,7,2023,sparkling,blend
12513,Germany,Nahe,Korrell,4.2,38,18,2023,sparkling,blend
12514,France,Crémant d'Alsace,Edouard Leiber,3.8,38,10,2023,sparkling,blend
12515,Germany,Baden,Haltinger Winzer,3.8,39,9,2023,sparkling,blend
12516,France,Champagne,Veuve Clicquot,4.2,39,78,2012,sparkling,blend
12517,France,Champagne,Louis Roederer,4.7,39,450,2012,sparkling,blend
12518,Italy,Conegliano-Valdobbiadene Prosecco,Col Vetoraz,3.5,39,15,2018,sparkling,Prosecco
12519,France,Champagne,Nicolas Feuillatte,3.5,40,39,2023,sparkling,blend
12520,France,Champagne,Charles Heidsieck,4.2,40,110,2005,sparkling,blend
12521,France,Champagne,Barons de Rothschild (Lafite),4.3,41,76,2010,sparkling,blend
12522,France,Champagne,Michel Loriot,3.9,41,38,2010,sparkling,blend
12523,Italy,Brachetto d'Acqui,Banfi,4.0,42,8,2019,sparkling,blend
12524,Italy,Conegliano-Valdobbiadene Prosecco,Santa Margherita,3.8,42,16,2018,sparkling,Prosecco
12525,Italy,Franciacorta,Bellavista,3.9,43,58,2013,sparkling,blend
12526,Germany,Pfalz,Eymann,3.5,43,17,2023,sparkling,blend
12527,Italy,Südtirol - Alto Adige,Kettmeir,3.9,43,23,2016,sparkling,blend
12528,Italy,Prosecco,Bottega,3.9,43,19,2018,sparkling,blend
12529,France,Champagne,Pommery,3.7,43,41,2023,sparkling,blend
12530,Italy,Emilia,Gualtieri,4.2,43,3,2023,sparkling,blend
12531,Italy,Prosecco,Paladin,3.7,43,11,2017,sparkling,Prosecco
12532,France,Champagne,Pierre Leboeuf,3.8,44,34,2023,sparkling,blend
12533,France,Crémant du Jura,Tissot-Maire,4.0,45,13,2023,sparkling,blend
12534,Italy,Modena,Cantina della Volta,3.8,45,24,2014,sparkling,blend
12535,France,Vin de France,Mas del Périé - Fabien Jouves,3.8,46,14,2017,sparkling,blend
12536,South Africa,Constantia,Buitenverwachting,3.8,46,14,2023,sparkling,blend
12537,Germany,Pfalz,Leiner,4.2,46,25,2023,sparkling,blend
12538,France,Champagne,Le Brun de Neuville,4.1,46,40,2023,sparkling,blend
12539,Italy,Trento,Endrizzi,3.7,47,17,2023,sparkling,blend
12540,Italy,Prosecco di Treviso,Sanmartino,3.9,47,10,2018,sparkling,Prosecco
12541,Germany,Pfalz,Koehler-Ruprecht,3.8,47,35,2023,sparkling,Riesling
12542,France,Champagne,Irroy,3.7,47,40,2023,sparkling,blend
12543,France,Crémant de Loire,Chapin & Landais,4.0,47,11,2023,sparkling,blend
12544,Spain,Cava,Segura Viudas,3.5,47,12,2023,sparkling,blend
12545,France,Crémant d'Alsace,Arthur Metz,3.9,48,14,2023,sparkling,Chardonnay
12546,Germany,Rheingau,Schloss Vaux,3.9,48,12,2016,sparkling,blend
12547,France,Champagne Premier Cru,Henriet-Bazin,3.9,48,40,2010,sparkling,blend
12548,Germany,Rheingau,Barth,4.3,48,32,2023,sparkling,blend
12549,Italy,Veneto,Villa Sandi,3.8,48,18,2023,sparkling,blend
12550,Spain,Calatayud,Bodegas Langa,3.5,49,15,2023,sparkling,blend
12551,France,Crémant de Loire,Louis Despas & Cie,3.6,49,14,2023,sparkling,blend
12552,France,Crémant de Bourgogne,Château de la Greffière,3.7,49,18,2023,sparkling,blend
12553,France,Champagne,Leclerc Briant,4.3,50,60,2013,sparkling,blend
12554,France,Crémant de Limoux,La Louvière,4.2,51,20,2023,sparkling,blend
12555,France,Champagne,Louis Casters,4.1,51,43,2023,sparkling,blend
12556,France,Champagne,Fallet Dart,4.2,51,66,2023,sparkling,blend
12557,Italy,Veneto,Villa Sandi,3.6,52,14,2023,sparkling,blend
12558,South Africa,Franschhoek,L'Ormarins,3.7,52,17,2015,sparkling,blend
12559,Italy,Piemonte,Tenuta San Pietro,3.7,52,20,2023,sparkling,blend
12560,France,Crémant de Bourgogne,Veuve Ambal,3.8,52,24,2023,sparkling,blend
12561,Italy,Conegliano-Valdobbiadene Prosecco,Le Manzane,3.8,53,8,2023,sparkling,Prosecco
12562,France,Saumur,Bouvet-Ladubay,3.6,53,7,2023,sparkling,blend
12563,France,Champagne Grand Cru 'Aÿ',Marc Hébrart,4.4,53,65,2015,sparkling,blend
12564,Italy,Marca Trevigiana,Le Contesse,3.7,53,5,2023,sparkling,blend
12565,Austria,Niederösterreich,Szigeti,3.6,54,14,2023,sparkling,Pinot Blanc
12566,Italy,Veneto,Sacchetto,3.5,54,11,2023,sparkling,blend
12567,France,Champagne,Champagne du Rédempteur,3.8,54,32,2023,sparkling,blend
12568,Austria,Burgenland,Szigeti,3.9,54,13,2023,sparkling,blend
12569,Italy,Piemonte,Bruno Giacosa,3.6,55,27,2015,sparkling,blend
12570,United States,Anderson Valley,Roederer Estate,4.2,55,67,2006,sparkling,blend
12571,Italy,Bardolino,Monte del Frá,3.6,55,10,2023,sparkling,blend
12572,France,Champagne,Comtesse Lafond,4.3,56,52,2023,sparkling,blend
12573,Germany,Rheingau,Weingüter Wegeler,3.7,56,14,2023,sparkling,Riesling
12574,France,Champagne,Louis Roederer,4.1,56,49,2014,sparkling,blend
12575,Germany,Nahe,Emrich-Schönleber,3.8,57,16,2023,sparkling,Riesling
12576,Italy,Conegliano-Valdobbiadene Prosecco,Canella,3.6,57,14,2023,sparkling,Prosecco
12577,Italy,delle Venezie,Castle of Dracula,3.6,57,9,2023,sparkling,blend
12578,Spain,Cava,Vilarnau,3.8,57,15,2017,sparkling,blend
12579,Germany,Rheingau,Schloss Vaux,3.6,58,19,2014,sparkling,Riesling
12580,Spain,Cava,Pinord,3.5,58,8,2023,sparkling,blend
12581,Spain,Catalunya,Rosell Mir,3.8,59,15,2023,sparkling,blend
12582,Italy,Conegliano-Valdobbiadene Prosecco,Bisol,3.9,59,20,2017,sparkling,Prosecco
12583,South Africa,Western Cape,Simonsig,3.9,59,12,2018,sparkling,blend
12584,France,Champagne,Lacroix Triaulaire,4.0,59,42,2011,sparkling,blend
12585,United States,Anderson Valley,Roederer Estate,3.8,60,40,2023,sparkling,blend
12586,Italy,Colli Trevigiani,Marsuret,3.5,60,10,2023,sparkling,blend
12587,Italy,Trentino-Alto Adige,Arunda,3.6,61,23,2023,sparkling,blend
12588,France,Crémant d'Alsace,Dopff & Fils,4.2,62,14,2023,sparkling,blend
12589,Spain,Cava,Bodegas Langa,3.7,62,12,2023,sparkling,blend
12590,Germany,Rheingau,Schloss Vaux,3.9,62,18,2015,sparkling,Riesling
12591,Italy,Trento,Rotari,3.8,62,12,2023,sparkling,blend
12592,Germany,Rheingau,Kloster Eberbach,3.6,63,13,2017,sparkling,Riesling
12593,Germany,Pfalz,Friedrich Becker,3.8,64,19,2023,sparkling,blend
12594,France,Champagne Premier Cru,Autréau de Champillon,3.6,64,28,2023,sparkling,blend
12595,France,Champagne,Jacquinot & Fils,3.7,64,47,2023,sparkling,blend
12596,France,Champagne,Duval-Leroy,3.6,64,52,2023,sparkling,blend
12597,Italy,Trentino-Alto Adige,Arunda,4.1,64,24,2012,sparkling,blend
12598,Italy,Vino d'Italia,Valdo,3.7,65,8,2023,sparkling,blend
12599,Spain,Penedès,Albet i Noya,3.9,66,16,2017,sparkling,blend
12600,Germany,Rheinhessen,Raumland,4.1,66,43,2009,sparkling,blend
12601,Italy,Trentino,Ferrari,4.5,66,239,2006,sparkling,Fer
12602,France,Champagne,Bruno Paillard,4.4,67,169,2004,sparkling,blend
12603,Italy,Franciacorta,Bellavista,4.0,67,48,2013,sparkling,blend
12604,Italy,Prosecco,Bottega,3.8,67,19,2017,sparkling,blend
12605,Germany,German Wine,Kloster Eberbach,4.0,70,10,2023,sparkling,blend
12606,Italy,Veneto,Monte del Frá,3.8,70,10,2023,sparkling,blend
12607,Spain,Cava,Gramona,4.0,70,20,2015,sparkling,blend
12608,France,Champagne,Tribaut Schloesser,4.2,70,79,2009,sparkling,blend
12609,Italy,Moscato d'Asti,La Spinetta,4.1,71,16,2019,sparkling,blend
12610,Germany,Franken,Winzer Sommerach,4.2,71,8,2023,sparkling,blend
12611,Italy,Prosecco di Treviso,Le Contesse,4.1,71,7,2023,sparkling,Prosecco
12612,Germany,Rheingau,Barth,3.6,72,17,2023,sparkling,Pinot Noir
12613,Italy,Friuli-Venezia Giulia,Conte d'Attimis Maniago,3.6,73,12,2023,sparkling,blend
12614,France,Champagne,Benoît Déhu,4.2,74,54,2023,sparkling,blend
12615,Italy,Prosecco,Canevel,4.0,74,12,2023,sparkling,blend
12616,Italy,Conegliano-Valdobbiadene Prosecco,Vallis Mareni,3.8,74,9,2023,sparkling,Prosecco
12617,Italy,Moscato d'Asti,Prunotto,3.9,74,12,2019,sparkling,blend
12618,France,Crémant de Loire,Chapin & Landais,3.7,75,11,2023,sparkling,blend
12619,France,Champagne,J.M. Gobillard & Fils,4.1,75,29,2023,sparkling,blend
12620,Italy,Prosecco di Treviso,Soligo,3.6,75,9,2023,sparkling,Prosecco
12621,France,Champagne,J.M. Gobillard & Fils,4.2,77,34,2013,sparkling,blend
12622,Spain,Cava,Recaredo,4.3,77,40,2009,sparkling,blend
12623,France,Champagne,Michel Loriot,3.8,77,26,2023,sparkling,blend
12624,Italy,Veneto,Villa Sandi,3.7,77,18,2023,sparkling,blend
12625,France,Champagne,Deutz,4.0,78,48,2013,sparkling,blend
12626,Italy,Conegliano-Valdobbiadene Prosecco,Bepin de Eto,3.8,78,11,2018,sparkling,blend
12627,Italy,Piemonte,Tenuta San Pietro,3.7,78,19,2023,sparkling,blend
12628,Spain,Cava,Pupitre,3.6,78,10,2023,sparkling,blend
12629,Italy,Franciacorta,Bellavista,4.1,78,47,2015,sparkling,blend
12630,Italy,Friuli-Venezia Giulia,Bottega,4.1,78,6,2023,sparkling,blend
12631,Italy,Prosecco,Bosco del Merlo,3.8,79,10,2023,sparkling,blend
12632,France,Champagne,Tribaut Schloesser,4.2,79,40,2009,sparkling,blend
12633,Italy,Franciacorta,Montenisa,4.2,80,47,2009,sparkling,blend
12634,France,Blanquette de Limoux,Antech,3.7,80,15,2016,sparkling,blend
12635,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.8,81,22,2023,sparkling,blend
12636,France,Champagne,Le Brun de Neuville,4.0,81,30,2023,sparkling,blend
12637,Italy,Veneto,Ottella,4.0,82,20,2023,sparkling,blend
12638,France,Champagne,Comtesse Lafond,4.1,82,45,2023,sparkling,blend
12639,Spain,Cava,Vilarnau,3.3,83,16,2015,sparkling,blend
12640,France,Champagne Premier Cru,Frédéric Malétrez,4.1,83,45,2023,sparkling,blend
12641,Italy,Reggiano,Venturini Baldini,3.5,83,12,2023,sparkling,Lambrusco
12642,Germany,Pfalz,Reichsrat von Buhl,3.9,84,15,2017,sparkling,Riesling
12643,Italy,Emilia-Romagna,Duca del Valentino,3.5,85,8,2023,sparkling,blend
12644,Italy,Conegliano-Valdobbiadene Prosecco Superiore,Villa Sandi,4.0,86,18,2023,sparkling,Prosecco
12645,France,Champagne,Drappier,4.1,86,40,2014,sparkling,blend
12646,Italy,Franciacorta,Bellavista,4.2,87,46,2012,sparkling,blend
12647,Italy,Lugana,Roveglia,3.5,87,15,2023,sparkling,blend
12648,Germany,Baden,Griesel & Compagnie,3.9,88,16,2015,sparkling,blend
12649,Germany,Rheinhessen,Raumland,4.2,88,39,2010,sparkling,blend
12650,Italy,Colli Orientali del Friuli,Collavini,4.1,89,26,2015,sparkling,Ribolla
12651,France,Champagne,Taittinger,4.3,89,208,2007,sparkling,blend
12652,Portugal,Douro,Caves Transmontanas,4.1,90,23,2007,sparkling,Gouveio
12653,Italy,Emilia-Romagna,Cleto Chiarli,3.9,90,10,2023,sparkling,blend
12654,Italy,Prosecco,Zonin,3.4,90,8,2016,sparkling,Prosecco
12655,Germany,Pfalz,Menger-Krug,3.6,91,16,2023,sparkling,blend
12656,France,Crémant de Limoux,Gérard Bertrand,4.0,91,50,2023,sparkling,blend
12657,Italy,Franciacorta,Berlucchi,4.2,92,70,2008,sparkling,blend
12658,South Africa,Robertson,Graham Beck,4.0,92,20,2015,sparkling,blend
12659,Italy,Piemonte,Borgo Maragliano,3.7,92,18,2015,sparkling,blend
12660,Germany,Rheingau,Weingüter Wegeler,3.9,93,28,2011,sparkling,Riesling
12661,Italy,Moscato d'Asti,Coppo,4.2,94,12,2018,sparkling,blend
12662,Germany,Franken,Juliusspital,4.0,95,10,2023,sparkling,blend
12663,France,Champagne,Gallimard Père & Fils,4.0,95,29,2023,sparkling,blend
12664,Italy,Franciacorta,Ricci Curbastro,3.9,95,24,2015,sparkling,blend
12665,Italy,Veneto,Soligo,3.5,95,7,2023,sparkling,blend
12666,Germany,Baden,Griesel & Compagnie,3.8,95,32,2015,sparkling,blend
12667,Italy,Trentino-Alto Adige,Arunda,3.8,96,23,2023,sparkling,blend
12668,Spain,Cava,Muga,3.8,96,16,2016,sparkling,blend
12669,Spain,Valencia,Los Frailes,4.0,96,9,2018,sparkling,blend
12670,France,Champagne,Morize Père & Fils,3.8,97,30,2023,sparkling,blend
12671,Austria,Südsteiermark,Weingut Erich & Walter Polz,4.1,98,20,2023,sparkling,blend
12672,Italy,Moscato d'Asti,Vietti,4.2,98,14,2019,sparkling,blend
12673,France,Crémant de Limoux,La Louvière,3.9,98,19,2023,sparkling,blend
12674,Italy,Lambrusco Grasparossa di Castelvetro,Corte Manzini,3.9,99,11,2023,sparkling,blend
12675,France,Champagne,Baron-Fuenté,3.7,99,36,2023,sparkling,blend
12676,Germany,Rheinhessen,Raumland,3.7,99,8,2023,sparkling,blend
12677,France,Champagne,Gremillet,3.9,100,32,2023,sparkling,blend
12678,France,Champagne,Baron-Fuenté,3.8,101,36,2023,sparkling,blend
12679,Italy,Prosecco,San Simone,3.9,101,13,2018,sparkling,Prosecco
12680,France,Champagne,Irroy,3.7,101,31,2023,sparkling,blend
12681,Italy,Conegliano-Valdobbiadene Prosecco,San Venanzio Fortunato,3.8,102,15,2023,sparkling,blend
12682,Italy,Garda,Valdo,3.7,102,8,2023,sparkling,blend
12683,Germany,Pfalz,Menger-Krug,3.8,103,18,2023,sparkling,Chardonnay
12684,Italy,Prosecco,Ca' di Alte,3.3,104,7,2023,sparkling,Prosecco
12685,Spain,Cava,Gramona,3.9,104,18,2015,sparkling,blend
12686,Italy,Contea di Sclafani,Tasca d'Almerita,3.9,105,24,2015,sparkling,blend
12687,Spain,Cava,Castillo Perelada,3.8,105,13,2017,sparkling,blend
12688,France,Vouvray,Marc Brédif,3.9,105,20,2023,sparkling,blend
12689,Italy,Prosecco,Paladin,4.1,105,10,2018,sparkling,Prosecco
12690,Other Countries,Other Region,Other Winery,3.7,105,12,2017,sparkling,blend
12691,Italy,Emilia,Gualtieri,3.8,106,3,2023,sparkling,Lambrusco
12692,France,Champagne,Le Brun de Neuville,3.9,106,40,2023,sparkling,blend
12693,France,Champagne,Pol Roger,4.3,107,66,2012,sparkling,blend
12694,Italy,Lambrusco Salamino di Santa Croce,Cavicchioli,3.6,107,7,2023,sparkling,Lambrusco
12695,Italy,Moscato d'Asti,Borgo Maragliano,4.2,108,10,2019,sparkling,blend
12696,Italy,Venezia,Astoria,3.9,108,9,2023,sparkling,blend
12697,France,Champagne,Henriet-Bazin,4.0,110,35,2023,sparkling,Pinot Meunier
12698,France,Champagne,Louis Casters,3.8,110,23,2023,sparkling,blend
12699,France,Champagne Premier Cru,Mandois,4.0,110,30,2013,sparkling,blend
12700,Germany,Rheingau,Barth,3.7,110,16,2023,sparkling,Riesling
12701,France,Champagne,Nicolas Feuillatte,3.8,111,35,2023,sparkling,blend
12702,France,Champagne Grand Cru 'Aÿ',Lallier,4.3,112,66,2010,sparkling,blend
12703,France,Champagne,Veuve A. Devaux,4.0,112,58,2008,sparkling,blend
12704,Italy,Veneto,Mionetto,3.5,113,7,2023,sparkling,blend
12705,France,Champagne,Lallier,3.9,113,41,2023,sparkling,blend
12706,Italy,Moscato d'Asti,Fontanafredda,4.3,113,10,2018,sparkling,blend
12707,France,Champagne Premier Cru,Pierre Gimonnet & Fils,4.1,114,42,2012,sparkling,blend
12708,France,Crémant de Loire,Bouvet-Ladubay,3.6,114,10,2023,sparkling,blend
12709,Italy,Colli de Scandiano e Canosa,Albinea Canali,3.6,114,6,2023,sparkling,blend
12710,Germany,Pfalz,Weingut Metzger,3.6,114,8,2023,sparkling,blend
12711,Other Countries,Other Region,Other Winery,3.7,114,14,2023,sparkling,blend
12712,Italy,Franciacorta,Bellavista,4.1,115,40,2014,sparkling,blend
12713,Italy,Prosecco,Biscardo,3.8,116,10,2018,sparkling,Prosecco
12714,Spain,Cava,Bodegas Langa,3.7,116,15,2023,sparkling,blend
12715,France,Bourgogne,Paul Delane,3.6,117,13,2023,sparkling,blend
12716,France,Champagne,Pol Roger,4.6,117,184,2009,sparkling,blend
12717,Italy,Trento,Ferrari,4.1,118,53,2010,sparkling,blend
12718,France,Champagne,Lallier,4.0,119,41,2023,sparkling,blend
12719,Italy,Prosecco,Fili,3.8,119,8,2023,sparkling,Prosecco
12720,Italy,Lambrusco di Sorbara,Cantina della Volta,3.9,119,29,2014,sparkling,blend
12721,Other Countries,Other Region,Other Winery,3.9,119,62,2015,sparkling,blend
12722,Italy,Modena,Cantina della Volta,4.2,120,35,2009,sparkling,blend
12723,France,Saumur,Bouvet-Ladubay,3.8,122,36,2012,sparkling,blend
12724,France,Côtes de Gascogne,Uby,3.6,122,8,2023,sparkling,blend
12725,Austria,Niederösterreich,Loimer,4.0,122,35,2013,sparkling,blend
12726,France,Champagne,Joseph Perrier,3.9,122,60,2004,sparkling,blend
12727,Italy,Franciacorta,Fratelli Muratori,3.5,124,17,2023,sparkling,blend
12728,Italy,Veneto,Casa Gheller,3.7,124,8,2023,sparkling,blend
12729,Germany,Rheingau,Barth,3.9,124,15,2023,sparkling,Riesling
12730,France,Champagne,Billecart-Salmon,4.5,125,184,2007,sparkling,blend
12731,Spain,Cava,Bodegas Enguera,3.6,126,11,2023,sparkling,blend
12732,Italy,Veneto,Pizzolato,3.5,126,10,2023,sparkling,blend
12733,Spain,Cava,Mas Macià,3.6,126,9,2023,sparkling,blend
12734,Italy,Conegliano-Valdobbiadene Prosecco,Riva dei Frati,3.8,126,12,2023,sparkling,Prosecco
12735,Italy,Franciacorta,Ferghettina,3.9,127,40,2015,sparkling,blend
12736,France,Champagne Grand Cru 'Bouzy',Paul Bara,4.4,127,78,2006,sparkling,blend
12737,Italy,Prosecco,Biscardo,3.9,127,20,2017,sparkling,Prosecco
12738,France,Champagne,Bruno Paillard,4.5,128,146,2003,sparkling,blend
12739,Italy,Lambrusco Grasparossa di Castelvetro,Corte Manzini,3.5,129,10,2023,sparkling,blend
12740,Other Countries,Other Region,Other Winery,4.2,130,20,2023,sparkling,blend
12741,Italy,Prosecco,Canevel,3.6,130,13,2023,sparkling,Prosecco
12742,France,Champagne,Dom Pérignon,4.6,131,167,2010,sparkling,blend
12743,France,Crémant de Loire,Ackerman,3.9,131,11,2023,sparkling,blend
12744,France,Champagne,Marcel Vézien,3.6,133,25,2023,sparkling,blend
12745,Italy,Garda,Riondo,3.9,133,6,2023,sparkling,blend
12746,France,Champagne,Michel Loriot,4.0,133,29,2023,sparkling,blend
12747,France,Champagne,Marcel Vézien,4.1,133,28,2023,sparkling,blend
12748,Italy,Veneto,Cecilia Beretta,3.8,133,10,2023,sparkling,blend
12749,Italy,Prosecco,Montelliana,3.7,134,14,2023,sparkling,Prosecco
12750,Italy,Veneto,Donelli,3.7,134,8,2023,sparkling,blend
12751,Germany,Rheingau,Schloss Vaux,3.8,135,12,2015,sparkling,blend
12752,Italy,Piemonte,Cuvage,3.8,135,15,2023,sparkling,blend
12753,Spain,Penedès,Albet i Noya,3.7,135,12,2017,sparkling,blend
12754,France,Champagne,Tribaut Schloesser,3.7,135,29,2023,sparkling,blend
12755,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.9,135,13,2018,sparkling,blend
12756,France,Champagne,Drappier,4.3,136,62,2009,sparkling,blend
12757,Italy,Emilia-Romagna,Cantina della Volta,3.9,136,30,2023,sparkling,blend
